DISBMONTH,LOAN_NUMBER,CD_SEGMENT,PRODUCT_CODE,ETC_NTC,PAYMENT_TYPE,CUST_PINCODE,CUST_STATE,MANUFACTURE_CODE,TENUR,ADVANCE_EMI_COUNT,EMI,LTV,ASSET_COST,ACTUAL_LOAN_AMOUNT,DOWN_PAYMENT,PAYNIMO_STATUS,QUALIFICATION,GENDER,MARITALSTATUS,CUST_AGE,EMP_GRP,MATCH_SCORE,TOTAL_NO_LV_TRADELINES,BUREAU_VINTAGE_IN_MONTHS,NO_TRADELINES_OPENED_LAST_3M,TOTAL_NO_LV_CD,TIME_SINCE_FIRST_CD_MONTHS,NO_CD_OPENED_LAST_3M,TOTAL_NO_LV_CC,NO_CC_OPENED_LAST_3M,TOTAL_NO_LV_PLBL,TOTAL_NO_LV_AL,TOTAL_NO_LV_TW,TOTAL_NO_LV_TL,TOTAL_NO_LV_SEC,TOTAL_NO_SEC_OPENED_LAST_3M,TOTAL_NO_LV_UNSEC,TOTAL_NO_UNSEC_OPENED_LAST_3M,TOTAL_NO_ENQ,TOTAL_NO_ENQ_LAST_3M,TOTAL_NO_ENQ_CD,TOTAL_NO_ENQ_CD_LAST_3M,TOTAL_NO_ENQ_SEC,TOTAL_NO_ENQ_SEC_LAST_3M,TOTAL_NO_ENQ_UNSEC,TOTAL_NO_ENQ_UNSEC_LAST_3M,BUREAU_SCORE,TARGET_VARIABLE
31-10-2022,11,MOBILE,MOBILE,ETC,ADM,517128,AP,OPPO,7,1,2658,85.23,17999,15941,3365,VALID,SSC,M,Married,47,1.SAL,,1,109,0,1,5,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,0,1,1,787,0
31-10-2022,12,MOBILE,MOBILE,ETC,ENCH,517390,AP,VIVO,8,2,2388,74.18,18499,14323,5855,VALID,SSC,M,Married,34,2.SEMP,,3,25,0,2,10,0,0,0,1,0,0,0,0,0,3,0,5,0,1,0,0,0,3,0,744,0
31-10-2022,13,MOBILE,MOBILE,ETC,ENCH,517432,AP,VIVO,7,1,4886,79.76,35999,29313,7921,VALID,12TH,M,Married,32,1.SAL,,9,127,0,1,22,0,0,0,1,0,1,0,7,0,2,0,4,0,2,0,1,0,3,0,730,0
31-10-2022,14,MOBILE,MOBILE,NTC,ADM,517128,AP,VIVO,8,2,2387,74.18,18490,14316,5527,VALID,SSC,M,Married,39,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
31-10-2022,15,MOBILE,MOBILE,NTC,ACH,517507,AP,OPPO,8,2,2875,75,22999,17249,6575,VALID,12TH,M,Single,22,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,2,0,0,6,5,-1,0
31-10-2022,16,MOBILE,MOBILE,ETC,ADM,515731,AP,VIVO,6,0,3932,79.99,27990,23590,6381,VALID,GRADUATE,M,Married,25,2.SEMP,,2,10,0,1,10,0,0,0,1,0,0,0,0,0,2,0,7,4,2,1,0,0,5,3,715,0
30-11-2022,17,MOBILE,MOBILE,NTC,ADM,517408,AP,VIVO,7,1,2017,78.39,13499,12096,3670,VALID,GRADUATE,M,Married,27,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,18,MOBILE,MOBILE,NTC,ENCH,524413,AP,OPPO,8,2,3899,74,29990,23392,9067,INVALID,SSC,M,Single,21,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,-1,0
31-10-2022,19,Non-Mobile,TV,ETC,ADM,524201,AP,XIAOMI,11,3,3783,72.32,41000,30251,12056,INVALID,SSC,F,Married,35,2.SEMP,,3,22,2,2,22,1,0,0,0,0,1,0,1,1,2,1,6,3,4,1,2,2,4,1,770,1
31-10-2022,20,Non-Mobile,TV,ETC,ACH,516503,AP,SAMSUNG,12,4,1959,66.66,23500,15664,8131,VALID,UNDER GRADUATE,M,Married,34,2.SEMP,,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,770,0
31-10-2022,21,MOBILE,MOBILE,ETC,ADM,515822,AP,VIVO,6,0,2434,84.85,16499,14600,2836,VALID,SSC,M,Married,34,2.SEMP,,0,161,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,726,0
31-10-2022,22,MOBILE,MOBILE,NTC,ENCH,524201,AP,OPPO,7,1,3268,82.62,22999,19602,4822,VALID,12TH,M,Married,26,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
31-10-2022,23,MOBILE,MOBILE,NTC,ADM,517551,AP,OPPO,7,1,3067,79.99,22999,18398,5426,VALID,GRADUATE,M,Single,24,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,4,0,0,7,5,-1,0
31-10-2022,24,MOBILE,MOBILE,ETC,ADM,518122,AP,OPPO,7,1,2658,85.23,17999,15941,3365,VALID,UNDER GRADUATE,M,Married,24,2.SEMP,,1,16,0,1,16,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,753,0
31-10-2022,25,MOBILE,MOBILE,ETC,ENCH,517192,AP,OPPO,7,1,1818,79.34,12990,10906,4057,,GRADUATE,M,Married,42,1.SAL,,5,145,1,0,50,0,0,0,2,0,0,0,3,1,0,0,2,0,1,0,0,0,1,0,737,0
31-10-2022,26,MOBILE,MOBILE,ETC,ADM,518543,AP,VIVO,7,1,5229,85.47,35999,31370,6308,VALID,12TH,M,Married,32,2.SEMP,,1,45,0,0,9,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,4,0,757,0
31-10-2022,27,MOBILE,MOBILE,ETC,ENCH,517130,AP,OPPO,7,1,1999,85.71,13990,11991,3372,VALID,GRADUATE,M,Married,40,1.SAL,,3,176,1,1,176,1,2,0,0,0,0,0,0,0,3,1,11,1,1,1,0,0,7,1,718,0
30-11-2022,28,MOBILE,MOBILE,ETC,ADM,515711,AP,VIVO,10,3,3320,68.87,31999,23239,10595,VALID,GRADUATE,M,Single,22,1.SAL,,2,5,0,1,5,0,0,0,1,0,0,0,0,0,2,0,5,2,3,1,0,0,5,2,746,0
31-10-2022,29,MOBILE,MOBILE,ETC,ADM,517257,AP,VIVO,8,2,5075,74.62,39999,30449,11229,VALID,UNDER GRADUATE,M,Married,32,2.SEMP,,3,8,1,3,8,1,0,0,0,0,0,0,0,0,3,1,8,0,6,0,1,0,7,0,745,0
31-10-2022,30,MOBILE,MOBILE,NTC,ADM,517132,AP,OPPO,7,1,2367,82.47,16490,14200,3715,VALID,SSC,M,Married,31,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,31,MOBILE,MOBILE,ETC,ACH,517131,AP,OPPO,8,2,2075,74.06,15999,12449,4857,VALID,GRADUATE,M,Married,31,1.SAL,,4,80,1,2,38,1,0,0,2,0,0,0,0,0,3,1,37,1,30,1,0,0,34,1,743,0
31-10-2022,32,MOBILE,MOBILE,ETC,ENCH,517507,AP,OPPO,6,0,4000,90,25999,23999,3307,VALID,12TH,F,Married,38,1.SAL,,2,32,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,1,2,1,0,0,2,1,760,0
31-10-2022,33,MOBILE,MOBILE,NTC,ENCH,515865,AP,VIVO,8,2,2824,74.32,21990,16942,7067,VALID,12TH,M,Married,47,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
31-10-2022,34,MOBILE,MOBILE,ETC,ENCH,517113,AP,OPPO,7,1,2444,78.09,17999,14656,4650,VALID,12TH,M,Married,23,1.SAL,,1,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,728,0
31-10-2022,35,Non-Mobile,FRIDGE,NTC,ADM,518543,AP,GODREJ,10,2,2558,74.07,26000,20459,7569,VALID,SSC,F,Married,52,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,36,Non-Mobile,FRIDGE,ETC,ENCH,518452,AP,WHIRL  POOL,12,4,2259,65.9,26500,18064,9272,VALID,12TH,M,Married,34,2.SEMP,,2,58,0,1,24,0,0,0,0,0,0,1,1,0,1,0,7,1,1,0,3,1,1,0,722,0
31-10-2022,37,Non-Mobile,WAM,ETC,ADM,524142,AP,SAMSUNG,8,0,2200,90,18700,17598,2165,VALID,SSC,M,Married,26,2.SEMP,,0,22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,3,1,729,0
31-10-2022,38,MOBILE,MOBILE,NTC,ADM,516001,AP,SAMSUNG,6,0,4392,85,31000,26350,5847,INVALID,12TH,F,Married,34,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,-1,0
31-10-2022,39,MOBILE,MOBILE,ETC,ACH,515411,AP,SAMSUNG,6,0,2673,80,19298,16038,4939,VALID,SSC,M,Married,39,2.SEMP,,3,63,0,2,41,0,0,0,0,0,0,0,0,0,3,0,9,0,2,0,2,0,6,0,755,0
31-10-2022,40,Non-Mobile,TV,NTC,ENCH,518422,AP,HYUNDAIELE,12,4,1925,59.2,25000,15400,11233,VALID,SSC,F,Married,32,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0
31-10-2022,41,MOBILE,MOBILE,NTC,ENCH,516001,AP,VIVO,8,2,2575,74.25,19999,15449,6569,VALID,GRADUATE,M,Single,36,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-1,0
31-10-2022,42,MOBILE,MOBILE,ETC,ADM,518313,AP,VIVO,8,2,1638,73.79,12499,9823,3911,VALID,GRADUATE,M,Married,42,2.SEMP,,2,53,0,0,21,0,0,0,1,0,0,0,0,0,1,0,14,3,1,0,1,1,11,2,757,0
31-10-2022,43,MOBILE,MOBILE,ETC,ENCH,517520,AP,OPPO,7,1,2085,85.1,13990,12505,2792,VALID,GRADUATE,F,Married,30,2.SEMP,,4,8,3,3,8,1,0,0,1,0,0,0,0,0,4,3,4,2,2,0,1,1,3,1,732,0
31-10-2022,44,MOBILE,MOBILE,ETC,ADM,515865,AP,VIVO,7,1,3801,79.28,27999,22799,6435,VALID,12TH,F,Married,34,2.SEMP,,9,43,3,4,43,1,0,0,5,0,0,0,0,0,7,3,23,6,15,6,0,0,17,6,746,1
31-10-2022,45,MOBILE,MOBILE,NTC,ADM,516474,AP,XIAOMI,6,0,3735,83,26999,22409,5415,VALID,GRADUATE,M,Single,22,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,46,Non-Mobile,TV,ETC,ENCH,518412,AP,HYUNDAIELE,12,4,1800,65.71,21000,14400,8337,VALID,SSC,M,Married,49,2.SEMP,,1,22,0,1,22,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,780,0
31-10-2022,47,MOBILE,MOBILE,ETC,ENCH,518003,AP,VIVO,8,2,2573,72.18,18499,15427,5781,VALID,SSC,M,Married,47,2.SEMP,,2,15,0,2,15,0,0,0,0,0,0,0,0,0,2,0,5,1,4,1,0,0,5,1,768,0
31-10-2022,48,MOBILE,MOBILE,ETC,ADM,517416,AP,OPPO,7,1,2160,80,16200,12960,4613,VALID,GRADUATE,M,Single,22,1.SAL,,6,6,3,4,6,3,0,0,2,0,0,0,0,0,5,3,14,10,3,2,0,0,14,10,732,0
31-10-2022,49,MOBILE,MOBILE,ETC,ACH,515004,AP,OPPO,8,2,2137,74.08,16490,12816,4981,VALID,GRADUATE,M,Married,42,2.SEMP,,3,12,1,1,4,0,0,0,1,0,1,0,1,1,1,0,8,5,2,1,5,4,3,1,727,0
31-10-2022,50,MOBILE,MOBILE,ETC,ADM,524344,AP,OPPO,7,1,3639,79.33,25999,21826,6080,VALID,12TH,F,Married,36,1.SAL,,1,75,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,1,0,1,1,774,0
31-10-2022,51,MOBILE,MOBILE,NTC,ACH,516162,AP,VIVO,8,2,2313,74.99,18499,13873,5379,VALID,UNDER GRADUATE,M,Married,22,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
31-10-2022,52,MOBILE,MOBILE,ETC,ADM,517297,AP,VIVO,17,5,1718,69.32,27999,20609,9225,VALID,GRADUATE,M,Single,30,1.SAL,,1,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,1,749,0
31-10-2022,53,Non-Mobile,FRIDGE,ETC,ADM,518360,AP,SAMSUNG,8,0,2574,80,24990,20592,5737,VALID,12TH,M,Single,27,2.SEMP,,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0
31-10-2022,54,MOBILE,MOBILE,NTC,ADM,517002,AP,OPPO,8,2,3334,66.66,29999,19998,11492,VALID,12TH,M,Single,21,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,-1,0
31-10-2022,55,Non-Mobile,TV,NTC,ADM,524226,AP,WILLETT,10,2,2689,72.67,27000,21510,8411,VALID,SSC,M,Married,40,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,56,MOBILE,MOBILE,ETC,ACH,516503,AP,VIVO,7,1,2728,85.25,18490,16362,4029,VALID,12TH,M,Married,29,2.SEMP,,1,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,1,0,0,3,3,732,1
31-10-2022,57,MOBILE,MOBILE,NTC,ACH,517401,AP,VIVO,17,5,2189,69.6,35999,26254,11698,VALID,GRADUATE,M,Married,34,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0
31-10-2022,58,Non-Mobile,TV,NTC,ADM,517425,AP,LG,9,0,1884,75,20999,16949,5863,VALID,GRADUATE,M,Single,25,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,2,0,0,8,8,-1,0
31-10-2022,59,MOBILE,MOBILE,ETC,ADM,517423,AP,VIVO,8,2,3058,72.19,21990,18340,6751,VALID,OTHERS,M,Married,37,2.SEMP,,3,36,1,1,36,1,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,0,2,0,770,0
31-10-2022,60,Non-Mobile,FRIDGE,NTC,ACH,524226,AP,LLOYD,10,2,1754,73.11,17000,14027,4925,VALID,SSC,F,Married,39,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,61,Non-Mobile,FRIDGE,ETC,ACH,515571,AP,LLOYD,8,0,2574,100,19990,20590,680,INVALID,12TH,M,Married,28,2.SEMP,,6,57,1,0,15,0,0,0,6,0,0,0,0,0,5,0,2,0,1,0,0,0,1,0,758,0
31-10-2022,62,MOBILE,MOBILE,NTC,ENCH,515411,AP,VIVO,17,5,2370,69.54,39999,28416,13602,VALID,12TH,F,Married,42,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,63,MOBILE,MOBILE,ETC,ADM,516003,AP,VIVO,6,0,4167,100,25000,25000,337,VALID,12TH,M,Married,49,2.SEMP,,0,103,0,0,67,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,6,0,9,0,759,0
31-10-2022,64,MOBILE,MOBILE,ETC,ENCH,516360,AP,OPPO,8,1,3722,82.83,29999,26049,5857,VALID,SSC,F,Married,34,2.SEMP,,5,8,3,3,8,0,0,0,2,0,0,0,0,0,5,3,16,13,3,1,0,0,12,10,747,0
31-10-2022,65,MOBILE,MOBILE,ETC,ADM,517644,AP,OPPO,7,1,3639,79.33,25999,21826,6080,VALID,12TH,M,Single,30,2.SEMP,,8,37,6,5,12,3,0,0,3,0,0,0,0,0,8,6,21,11,5,2,0,0,19,9,746,1
31-10-2022,66,Non-Mobile,FRIDGE,NTC,ACH,516162,AP,WHIRL  POOL,12,4,3509,66.18,41500,28064,15056,VALID,12TH,M,Single,23,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-1,0
31-10-2022,67,MOBILE,MOBILE,ETC,ADM,517277,AP,VIVO,7,1,2729,85.25,18499,16370,3808,VALID,GRADUATE,M,Married,25,2.SEMP,,1,11,0,1,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,718,0
30-11-2022,68,MOBILE,MOBILE,NTC,ENCH,515408,AP,VIVO,8,2,3650,73.93,27999,21899,8497,VALID,GRADUATE,M,Single,22,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,2,0,0,5,4,-1,0
31-10-2022,69,Non-Mobile,FRIDGE,ETC,ACH,516217,AP,LG,10,1,2343,85.32,23300,21079,4467,VALID,SSC,F,Married,30,2.SEMP,,2,43,0,2,43,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,780,0
31-10-2022,70,MOBILE,MOBILE,ETC,ADM,517505,AP,VIVO,8,2,2388,74.18,18499,14323,5411,VALID,12TH,M,Married,38,2.SEMP,,1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,796,0
31-10-2022,71,Non-Mobile,TV,ETC,ENCH,517423,AP,LG,12,0,3434,100,39999,41199,895,VALID,12TH,M,Married,46,2.SEMP,,2,62,0,0,0,0,1,0,1,0,0,0,0,0,2,0,5,1,3,0,2,1,3,0,782,0
31-10-2022,72,MOBILE,MOBILE,ETC,ADM,516237,AP,OPPO,7,1,2570,85.71,17990,15420,3721,VALID,12TH,F,Married,24,2.SEMP,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,728,0
31-10-2022,73,MOBILE,MOBILE,ETC,ADM,515863,AP,VIVO,15,4,1586,60.13,27999,17437,12463,VALID,OTHERS,M,Married,28,2.SEMP,,1,15,0,1,15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,753,0
31-10-2022,74,Non-Mobile,FRIDGE,ETC,ADM,518216,AP,LG,10,1,2140,89.71,20800,19260,3163,VALID,SSC,M,Married,32,2.SEMP,,2,38,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,764,0
31-10-2022,75,MOBILE,MOBILE,ETC,ACH,516172,AP,VIVO,7,1,3820,79.69,27999,22912,6766,VALID,SSC,F,Single,23,2.SEMP,,4,9,2,2,1,2,1,0,1,0,0,0,0,0,4,2,13,2,0,0,1,0,11,2,737,0
31-10-2022,76,MOBILE,MOBILE,NTC,ADM,516002,AP,VIVO,6,0,3004,83,20990,18021,4690,INVALID,12TH,M,Married,50,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,77,MOBILE,MOBILE,NTC,ACH,517325,AP,VIVO,7,1,1913,84.99,13499,11473,3223,VALID,SSC,F,Married,40,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,78,MOBILE,MOBILE,ETC,ADM,517520,AP,VIVO,8,2,1563,74.99,12499,9373,3761,VALID,SSC,M,Married,30,2.SEMP,,1,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,720,0
31-10-2022,79,MOBILE,MOBILE,NTC,ADM,524317,AP,VIVO,6,0,2658,83,18490,15946,4043,VALID,SSC,M,Married,44,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,80,MOBILE,MOBILE,ETC,ENCH,517619,AP,OPPO,8,1,3578,79.5,29990,25041,7300,VALID,12TH,M,Married,25,2.SEMP,,4,41,6,2,41,0,0,0,2,0,0,0,0,0,4,6,9,7,0,0,0,0,9,7,734,0
31-10-2022,81,MOBILE,MOBILE,ETC,ACH,515414,AP,OPPO,7,1,3372,85.34,22999,20227,4079,VALID,12TH,M,Married,22,2.SEMP,,4,6,2,2,6,0,0,0,0,1,0,0,2,2,2,0,6,3,3,0,3,3,3,0,659,0
31-10-2022,82,Non-Mobile,WAM,ETC,ACH,516001,AP,LG,12,4,1525,66.67,18300,12200,7002,VALID,12TH,F,Married,39,2.SEMP,,2,23,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0
31-10-2022,83,MOBILE,MOBILE,NTC,ACH,517132,AP,VIVO,8,2,1739,72.17,12499,10423,4231,VALID,12TH,M,Single,31,1.SAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,84,Non-Mobile,FRIDGE,ETC,ENCH,517424,AP,LG,10,1,3043,83,32990,27381,6346,VALID,12TH,F,Married,26,2.SEMP,,1,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,4,1,0,0,6,1,760,0
31-10-2022,85,MOBILE,MOBILE,ETC,ADM,516216,AP,VIVO,8,0,3750,100,30000,30000,337,VALID,12TH,M,Single,24,1.SAL,,2,10,0,2,10,0,0,0,0,0,0,0,0,0,2,0,6,1,3,1,2,0,4,1,764,0
31-10-2022,86,MOBILE,MOBILE,NTC,ADM,515865,AP,VIVO,6,0,2100,72.73,16499,12600,4954,VALID,12TH,M,Married,43,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,87,MOBILE,MOBILE,NTC,ADM,516350,AP,VIVO,7,1,2117,82.84,13499,12697,3069,VALID,SSC,M,Married,45,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,88,MOBILE,MOBILE,NTC,ADM,524132,AP,VIVO,7,1,4046,82.38,27999,24266,6130,VALID,12TH,M,Married,41,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
31-10-2022,89,MOBILE,MOBILE,ETC,ADM,524126,AP,VIVO,6,0,2799,90,17990,16791,2580,VALID,GRADUATE,M,Married,32,1.SAL,,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,753,0
31-10-2022,90,MOBILE,MOBILE,NTC,ACH,524127,AP,VIVO,10,3,2669,66.62,23990,18674,8760,VALID,12TH,M,Single,36,2.SEMP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,-1,0
31-10-2022,91,MOBILE,MOBILE,ETC,ENCH,517432,AP,VIVO,6,0,4300,90,27999,25799,3137,VALID,GRADUATE,M,Single,23,1.SAL,,3,26,3,1,1,1,0,0,1,0,0,0,1,2,2,1,12,7,4,2,0,0,12,7,812,0
31-10-2022,92,MOBILE,MOBILE,ETC,ADM,517325,AP,VIVO,7,1,2286,79.48,16499,13713,4465,VALID,SSC,F,Married,39,2.SEMP,,1,103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,3,1,3,0,3,1,787,0
